"NETNCode","Month","Year","Discharge","DO_mgL","pH","SpCond","Temp_C","Turbidity"
"SARASC",10,2010,0.3922,7.42,7.49,470,13.01,NA
"SARASC",10,2011,0.261,11.05,7.09,461,6.52,NA
"SARASC",10,2012,0.171,10.87,7.58,491,4.63,0.86
"SARASC",10,2013,0.103,11.25,7.9,547,6.7,2.46
"SARASC",10,2014,0.17,4.94,7.37,943,16.85,5.37
"SARASD",5,2006,NA,10.23,8.35,246,14.27,NA
"SARASD",5,2007,0.721,11.06,8.21,329,12.22,NA
"SARASD",5,2008,0.527,11.14,8.63,308,15.63,NA
"SARASD",5,2009,0.4433,10.86,8.23,372,12.5,NA
"SARASD",5,2010,0.1667,8.47,7.11,388,22.7,NA
"SARASD",5,2011,0.0533,9.95,8.41,326,19.5,NA
"SARASD",5,2012,3.617,11.06,8.2,320,12.26,4.2
"SARASD",5,2013,0.464,10.48,8.29,385,15.54,8.06
"SARASD",5,2014,0.902,12.17,8.52,343,15.44,18.9
"SARASD",6,2006,2.193,9.91,8.3,335,15.8,NA
"SARASD",6,2007,0.319,9.73,8.2,363,14.77,NA
"SARASD",6,2008,0.092,9.46,7.97,315,14.87,NA
"SARASD",6,2009,0.567,9.4,8.29,364,20.04,NA
"SARASD",6,2010,0.5128,20.01,16.72,837,31.08,NA
"SARASD",6,2011,NA,9.28,7.7,138,17.46,NA
"SARASD",6,2012,1.001,10.22,8.07,322,15.12,15.2
"SARASD",6,2013,54.203,9.62,7.87,164,15.76,90.2
"SARASD",6,2014,3.69,9.37,8.02,259,19.18,52
"SARASD",7,2006,0.59,8.77,8.29,382,20.75,NA
"SARASD",7,2007,4.058,9.09,8.13,246,18.82,NA
"SARASD",7,2010,0.087,8.97,11.13,228,25.06,NA
"SARASD",7,2011,0.166,9.99,8.34,356,21.45,NA
"SARASD",7,2012,NA,9.03,8.01,371,19.41,8.33
"SARASD",7,2013,5.905,8.94,8.05,285,21.46,23.9
"SARASD",7,2014,0.106,8.51,7.81,332,20.12,47.31
"SARASD",8,2006,0.373,9.83,8.23,363,19.77,NA
"SARASD",8,2007,0.126,8.02,8.18,390,19.13,NA
"SARASD",8,2008,NA,9.89,8.22,376,17.59,NA
"SARASD",8,2010,0.142,9.87,7.52,325,21.19,NA
"SARASD",8,2011,0.0208,11.45,8.28,372,18.23,NA
"SARASD",8,2012,NA,9.37,8.17,391,18.68,4.02
"SARASD",8,2013,0.307,10.09,8.06,365,16.58,22
"SARASD",8,2014,NA,10.57,8.21,336,17.09,19.6
"SARASD",9,2006,0.251,9.86,8.09,448,11.02,NA
"SARASD",9,2007,NA,9.12,8.42,395,17.42,NA
"SARASD",9,2008,0.19539,10.67,7.83,357,10.62,NA
"SARASD",9,2009,0.69,10.02,8.16,355,14.07,NA
"SARASD",9,2010,0.065,9,7.93,353,16.76,NA
"SARASD",9,2011,1.185,10.38,8.25,376,16.98,NA
"SARASD",9,2013,0.219,10.92,8.11,373,13.07,14.6
"SARASD",9,2014,0.06,11.55,8.22,337,13.75,13.5
"SARASD",10,2006,2.255,10.05,8.17,424,12.78,NA
"SARASD",10,2007,NA,6.67,7.73,400,15.87,NA
"SARASD",10,2008,0.13609,10.64,7.93,426,12.07,NA
"SARASD",10,2009,NA,24.73,17.13,811,19.61,NA
"SARASD",10,2010,1.1061,10.16,8.02,338,13.26,NA
"SARASD",10,2011,1.161,14.11,8.45,380,10.62,NA
"SARASD",10,2012,0.484,13.82,8.33,374,7.49,4.21
"SARASD",10,2013,0.348,13.76,8.4,385,8.74,13.7
"SARASD",10,2014,0.76,7.52,7.35,309,16.82,25.8
